"D_Ctrl1.8m.mm10.nodup.q30"	"D_Ctrl2.8m.mm10.nodup.q30"	"D_Ctrl3.8m.mm10.nodup.q30"	"D_Ctrl4.8m.mm10.nodup.q30"	"D_Ctrl5.8m.mm10.nodup.q30"	"D_Ctrl6.8m.mm10.nodup.q30"	"D_Ctrl7.8m.mm10.nodup.q30"	"D_Ctrl8.8m.mm10.nodup.q30"	"D_Ctrl9.8m.mm10.nodup.q30"	"D_Ctrl10.8m.mm10.nodup.q30"	"D_Ctrl11.8m.mm10.nodup.q30"	"D_Ctrl12.8m.mm10.nodup.q30"	"D_Ctrl13.8m.mm10.nodup.q30"	"D_Ctrl14.8m.mm10.nodup.q30"	"D_Ctrl15.8m.mm10.nodup.q30"	"D_tDEN1.8m.mm10.nodup.q30"	"D_tDEN2.8m.mm10.nodup.q30"	"D_tDEN3.8m.mm10.nodup.q30"	"D_tDEN4.8m.mm10.nodup.q30"	"D_tDEN5.8m.mm10.nodup.q30"	"D_tDEN6.8m.mm10.nodup.q30"	"D_tDEN7.8m.mm10.nodup.q30"	"D_tDEN8.8m.mm10.nodup.q30"	"D_tDEN9.8m.mm10.nodup.q30"	"one_wayAnova.pvalue"	"one_wayAnova.p_adj"	"avg_lg2FC"	"med_lg2FC"	"Significant.pvalue.avg_lg2FC"	"Significant.padj.avg_lg2FC"	"Significant.pvalue.med_lg2FC"	"Significant.padj.med_lg2FC"
"1:11570001-11580000"	81.1692969017539	6.96903691742771	0	12.7352267125059	10.1789917534171	1.44075330651083	3.53861274066194	22.0461081123505	0	50.0525983770876	23.3714329076641	1.56038312086767	29.8899475124858	13.0024198225646	1.46521144796078	59.4762418063113	78.5815416741832	7.04174423441347	37.391816676281	26.3975117705405	32.0967676006165	76.4234016308473	85.2259807287894	10.3935140315038	0.0137550249019738	0.0137550249020056	1.41908274245489	1.87712789896595	"upsig"	"upsig"	"upsig"	"upsig"
"1:11880001-11890000"	0	0	0	1.41502519027844	7.27070839529795	1.44075330651083	7.07722548132387	1.46974054082337	0	6.90380667270174	10.225001897103	0	14.5617693009546	5.77885325447318	2.93042289592156	51.2982585579435	12.2997195663939	7.04174423441347	28.5937421642149	16.865076964512	13.2163160708421	0	34.5312163297681	0	0.00508426612341138	0.00508426612341273	2.20872841563098	3.16868669669747	"upsig"	"upsig"	"upsig"	"upsig"
"1:12510001-12520000"	0	0	0	12.0277141173667	12.3602042720065	0	1.41544509626477	0	0	5.17785500452631	8.76428734037403	12.4830649669413	15.3281782115312	20.2259863906561	0	13.38215440642	29.3826634086076	1.40834884688269	13.1971117680992	4.39958529509008	11.3282709178647	51.8837772539698	33.7965095993475	1.48478771878625	0.0246082217780662	0.0246082217781095	1.60539973386788	3.22089453080264	"upsig"	"upsig"	"upsig"	"upsig"
"1:12650001-12660000"	0	9.7566516843988	0	1.41502519027844	0	0	2.83089019252955	0	0	12.0816616772281	7.30357278364502	0	0	4.33413994085488	0	5.20417115805224	0	45.7713375236875	8.79807451206612	7.33264215848348	3.77609030595488	1.40226425010729	27.9188557559827	23.0142096411869	0.0130750888347612	0.0130750888347904	2.44469862971699	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:12730001-12740000"	0	0.696903691742771	0	2.83005038055687	18.9038418277747	2.88150661302166	10.6158382219858	0	0	3.45190333635087	0	0	3.06563564230623	20.2259863906561	2.93042289592156	102.596517115887	15.0329905811481	0	17.5961490241322	24.9309833388438	13.2163160708421	0	11.7553076867296	26.7261789381526	0.0292854460501714	0.0292854460502132	2.42822531649349	2.40923239843203	"upsig"	"upsig"	"upsig"	"upsig"
"1:13180001-13190000"	6.99735318118568	11.1504590678843	0	2.83005038055687	5.81656671623836	8.64451983906497	4.95405783692671	14.6974054082337	0	29.3411783589824	11.685716453832	2.3405746813015	0	10.1129931953281	0	94.4185338675192	0	4.22504654064808	21.9951862801653	4.39958529509008	15.1043612238195	0	52.8988845902831	106.90471575261	0.0258376322226925	0.0258376322227403	2.20303275231181	1.37672542754955	"upsig"	"upsig"	"upsig"	"upsig"
"1:13220001-13230000"	41.2843837689955	0	15.5812529763734	9.19766373680984	7.99777923482774	0	5.6617803850591	0	0	25.0262991885438	1.460714556729	1.56038312086767	0	7.94592322490062	23.4433831673725	58.7327887837324	34.1658876844275	5.63339538753078	23.4615320321763	13.9320201011186	22.6565418357293	20.3328316265557	26.4494422951415	1.48478771878625	0.0305060419641675	0.0305060419642129	1.30880510626333	2.00059997857897	"upsig"	"upsig"	"upsig"	"upsig"
"1:13380001-13390000"	0	36.2389919706241	0	8.49015114167062	23.2662668649534	1.44075330651083	2.83089019252955	10.2881837857636	20.9949242671092	17.2595166817544	14.60714556729	17.1642143295443	10.7297247480718	37.5625461540756	0	17.8428725418934	18.4495793495908	4.92922096408943	54.2547928244077	22.7311906912988	49.0891739774135	79.2279301310619	3.67353365210299	17.0750587660419	0.0455603610166263	0.045560361016671	1.14899572343017	0.781974856409615	"upsig"	"upsig"	"nosig"	"nosig"
"1:13840001-13850000"	0	0	0	4.24507557083531	5.81656671623836	0	12.739005866383	13.962535137822	1.39966161780728	15.5335650135789	17.5285746807481	1.56038312086767	9.19690692691869	0	0	23.0470436999456	1.3666355073771	0	37.391816676281	24.1977191229955	13.2163160708421	7.01132125053645	80.0830336158452	95.0264140023203	0.00887143969545373	0.00887143969547255	2.51589789301713	3.88460950193214	"upsig"	"upsig"	"upsig"	"upsig"
"1:14150001-14160000"	12.5952357261342	0	0	0	62.5280921995623	0	4.24633528879432	13.2276648674103	0	5.17785500452631	9.49464461873853	21.8453636921473	20.6930405855671	5.77885325447318	5.86084579184312	35.6857450837868	90.1979434868885	20.4210582797991	26.3942235361984	30.0638328497822	20.7684966827519	0	0	59.3915087514502	0.0321338055986247	0.032133805598675	1.54630512998166	2.19136708514956	"upsig"	"upsig"	"upsig"	"upsig"
"1:14600001-14610000"	0	0	0	16.9803022833412	3.63535419764897	0	16.9853411551773	18.3717567602921	0	18.9854683499298	8.76428734037403	9.362298725206	9.19690692691869	4.33413994085488	0	0	38.9491119602473	4.22504654064808	30.7932607922314	30.7970970656306	13.2163160708421	4.20679275032187	68.3277259291156	7.42393859393127	0.0257357142535286	0.0257357142535759	1.62960159231743	1.60850245354118	"upsig"	"upsig"	"upsig"	"upsig"
"1:14720001-14730000"	0	0	0	0	15.9955584696555	0	16.2776186070449	1.46974054082337	6.29847728013276	6.04083083861403	6.57321550528052	0	12.2625425692249	13.0024198225646	0	10.4083423161045	13.666355073771	7.04174423441347	14.6634575201102	13.1987558852703	17.9364289532857	2.10339637516094	112.410129754352	61.6186903296296	0.0232851363959925	0.0232851363960314	2.43629962182599	3.21699511801207	"upsig"	"upsig"	"upsig"	"upsig"
"1:14730001-14740000"	0	0	0	0	11.6331334324767	0	16.9853411551773	1.46974054082337	26.5935707383383	16.3965408476666	2.92142911345801	0	120.32619896052	63.5673857992049	0	2.97381209031557	40.999065221313	42.9546398299222	26.3942235361984	27.1307759863889	41.5369933655037	44.1713238783797	106.532475910987	79.4361429550646	0.0479510030207628	0.0479510030208089	1.40214349627824	4.82076339327716	"upsig"	"upsig"	"upsig"	"upsig"
"1:14750001-14760000"	0	29.2699550531964	0	4.24507557083531	26.1745502230726	20.890922944407	0.707722548132387	2.93948108164673	9.79763132465095	1.72595166817544	0	1.56038312086767	0	0	0	104.826876183624	13.666355073771	8.45009308129616	14.6634575201102	7.33264215848348	16.0483838003083	23.8384922518239	17.6329615300944	33.4077236726907	0.0261635464690898	0.0261635464691389	2.03851540971646	3.36245581120865	"upsig"	"upsig"	"upsig"	"upsig"
"1:14900001-14910000"	0	0	0	13.4427393076452	2.90828335811918	0	8.49267057758865	1.46974054082337	0	27.615226690807	18.9892892374771	5.46134092303683	1.53281782115312	2.88942662723659	0	1.48690604515778	4.0999065221313	7.04174423441347	28.5937421642149	12.4654916694219	16.992406376797	9.81584975075103	54.3682980511243	59.3915087514502	0.0159820355287574	0.0159820355287853	1.9671942469181	3.02368164261943	"upsig"	"upsig"	"upsig"	"upsig"
"1:15010001-15020000"	0	0	0	7.07512595139219	14.5414167905959	0	5.6617803850591	15.4322756786453	0	18.9854683499298	10.225001897103	1.56038312086767	4.59845346345935	5.77885325447318	2.93042289592156	5.94762418063113	39.6324297139359	16.9001861625923	4.39903725603306	0	10.3842483413759	57.4928342543989	0	74.2393859393127	0.0254089682735725	0.0254089682736188	2.00485204238213	1.17517614573505	"upsig"	"upsig"	"upsig"	"upsig"
"1:15210001-15220000"	0	0	0	2.12253778541766	7.27070839529795	0	25.4780117327659	0	0	12.0816616772281	24.8321474643931	0	65.911166309584	0	0	98.8792520029925	54.6654202950839	9.85844192817886	31.5264336682369	35.929946576569	1.88804515297744	42.7690596282724	5.87765384336479	0	0.0406970831952582	0.0406970831953034	1.76806936337172	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:15760001-15770000"	35.686501224047	1.39380738348554	0	6.36761335625297	5.81656671623836	0	0	1.46974054082337	1.39966161780728	0	4.38214367018701	0	0	1.44471331361829	0	71.3714901675736	1.3666355073771	0	11.7307660160882	12.4654916694219	5.66413545893233	10.5169818758047	5.87765384336479	42.3164499854082	0.0487021066871923	0.0487021066872326	2.2136498205226	2.91561763721496	"upsig"	"upsig"	"upsig"	"upsig"
"1:15770001-15780000"	1.39947063623714	0	0	23.3479156395942	17.4497001487151	5.76301322604332	9.90811567385343	1.46974054082337	20.9949242671092	18.9854683499298	2.92142911345801	15.6038312086767	3.06563564230623	1.44471331361829	0	107.05723525136	2.7332710147542	1.40834884688269	33.7259522962535	39.5962676558108	13.2163160708421	0.701132125053645	47.0212307469183	169.265799941633	0.0178496609712756	0.0178496609713108	2.49806176925492	3.45960103537843	"upsig"	"upsig"	"upsig"	"upsig"
"1:15960001-15970000"	0	2.78761476697109	0	21.2253778541766	36.3535419764897	0	7.07722548132387	0	0	10.3557100090526	18.2589319591126	6.24153248347067	15.3281782115312	1.44471331361829	0	79.5494734159414	1.3666355073771	0	48.3894098163637	8.79917059018017	16.992406376797	4.20679275032187	50.6947643990213	31.9229359539045	0.0255871673557782	0.0255871673558249	1.75966090443291	2.60778706643375	"upsig"	"upsig"	"upsig"	"upsig"
"1:15970001-15980000"	0.699735318118568	32.0575698201675	0	0	14.5414167905959	0	0	0	0	0	4.38214367018701	7.80191560433833	6.89768019518902	0	0	11.8952483612623	49.1988782655755	7.04174423441347	26.3942235361984	41.7960603033558	5.66413545893233	19.6316995015021	16.1635480692532	5.93915087514502	0.00414667536516665	0.00414667536516666	2.20568053802843	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:16250001-16260000"	53.8796194951298	0	0	31.1305541861256	66.8905172367411	5.76301322604332	16.9853411551773	4.4092216224701	15.3962777958801	76.8048492338069	29.2142911345801	1.56038312086767	32.1891742442154	10.8353498521372	0	162.816211944777	44.4156539897557	26.7586280907712	94.5793010047108	6.59937794263513	17.9364289532857	222.258883642006	286.535624864033	57.1643271732708	0.00721041958806124	0.00721041958807245	2.15029025173962	1.89253352126342	"upsig"	"upsig"	"upsig"	"upsig"
"1:16570001-16580000"	1.39947063623714	0	0	1.41502519027844	15.2684876301257	0	9.90811567385343	5.87896216329346	0	0.862975834087718	8.76428734037403	0	0	0	0	24.5339497451034	8.88313079795114	0	19.0624947761433	8.79917059018017	11.3282709178647	0	6.61236057378538	14.1054833284694	0.00917415841689574	0.0091741584169085	1.83830038159133	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:17020001-17030000"	0	9.7566516843988	0	7.78263854653141	5.81656671623836	0	1.41544509626477	5.87896216329346	1.39966161780728	3.45190333635087	21.1803610725706	0	0	4.33413994085488	1.46521144796078	0	49.1988782655755	7.04174423441347	24.1947049081818	10.2656990218769	3.77609030595488	28.0452850021458	10.2858942258884	5.93915087514502	0.0183390875294453	0.0183390875294823	1.88792486312653	2.80865108482138	"upsig"	"upsig"	"upsig"	"upsig"
"1:17110001-17120000"	0	0	0	0	2.18121251858938	0	5.6617803850591	7.34870270411683	0	24.1633233544561	1.460714556729	3.12076624173533	0	0	0	4.46071813547335	0	19.7168838563577	11.7307660160882	5.86611372678678	5.66413545893233	12.6203782509656	13.2247211475708	48.9979947199464	0.0202468461073968	0.0202468461074414	2.21368239601955	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:18010001-18020000"	0	0	0	0	16.7226293091853	0	16.9853411551773	5.87896216329346	0	12.0816616772281	22.6410756292996	0	9.19690692691869	5.77885325447318	0	0	75.848270659429	1.40834884688269	20.5288405281543	13.9320201011186	33.0407901771052	0	40.4088701731329	16.3326649066488	0.0241146436868403	0.0241146436868822	1.911247363536	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:18130001-18140000"	0	2.78761476697109	0	4.24507557083531	1.45414167905959	5.76301322604332	0	0	0	15.5335650135789	7.30357278364502	1.56038312086767	9.19690692691869	4.33413994085488	0	26.0208557902612	1.3666355073771	4.92922096408943	12.4639388920937	10.2656990218769	0	5.60905700042916	26.4494422951415	1.48478771878625	0.044627246946081	0.0446272469461271	1.50065047673257	1.84585794657332	"upsig"	"upsig"	"upsig"	"upsig"
"1:18810001-18820000"	0	6.96903691742771	0	0	0	2.88150661302166	2.83089019252955	1.46974054082337	0	3.45190333635087	1.460714556729	3.12076624173533	1.53281782115312	0	0	0	15.7163083348366	0	2.93269150402204	0.733264215848347	1.88804515297744	12.6203782509656	18.367668260515	0	0.0489611205993938	0.0489611205994347	1.8766829081152	0.370218983784506	"upsig"	"upsig"	"nosig"	"nosig"
"1:18840001-18850000"	0	0	0	0	5.81656671623836	0	1.41544509626477	0	1.39966161780728	10.3557100090526	16.7982174023835	4.681149362603	3.06563564230623	1.44471331361829	0	34.198839038629	8.19981304426259	1.40834884688269	17.5961490241322	13.1987558852703	3.77609030595488	52.5849093790234	1.4694134608412	0	0.0238087119713269	0.0238087119713676	2.29495831550191	2.55051293328716	"upsig"	"upsig"	"upsig"	"upsig"
"1:19050001-19060000"	0	29.2699550531964	0	2.83005038055687	7.27070839529795	1.44075330651083	8.49267057758865	1.46974054082337	0	38.8339125339473	13.146431010561	27.3067046151842	11.4961336586484	2.88942662723659	15.3847202035882	56.5024297159957	111.380793851234	0	0.73317287600551	14.665284316967	19.8244741062631	25.9418886269849	11.020600956309	76.4665675174921	0.0299701953622251	0.029970195362269	1.72278247012185	1.44711475544094	"upsig"	"upsig"	"upsig"	"upsig"
"1:19120001-19130000"	0	0	0	0	17.4497001487151	0	0	0	5.59864647122912	18.1224925158421	40.9000075884121	0	0	1.44471331361829	1.46521144796078	62.4500538966269	38.2657942065588	4.22504654064808	19.0624947761433	0	6.60815803542105	2.80452850021458	102.858942258884	0	0.0486175444563737	0.048617544456414	2.21222434665867	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:19430001-19440000"	76.9708849930425	0	0	4.24507557083531	10.9060625929469	0	3.53861274066194	0	16.7959394136873	29.3411783589824	0	0	0	0	0	56.5024297159957	199.528784077056	1.40834884688269	25.6610506601928	14.665284316967	40.592970789015	21.0339637516094	73.4706730420598	0	0.0346118024998486	0.0346118024998905	2.3470430880739	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:19460001-19470000"	0	0	0	16.9803022833412	2.90828335811918	0	7.07722548132387	22.0461081123505	0	24.1633233544561	5.84285822691602	0	9.19690692691869	0	0	1.48690604515778	27.332710147542	29.5753257845366	25.6610506601928	5.86611372678678	15.1043612238195	30.1486813773068	60.2459518944891	26.7261789381526	0.00150248041339522	0.0015024804133793	2.06938604679384	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:19590001-19600000"	0	0	0	22.640403044455	7.27070839529795	0	4.24633528879432	0	1.39966161780728	23.3003475203684	11.685716453832	0	0	17.3365597634195	0	16.3559664967356	1.3666355073771	4.22504654064808	34.459125172259	6.59937794263513	36.8168804830601	11.2181140008583	1.4694134608412	71.2698105017402	0.0379181826260425	0.0379181826260928	1.80134589572765	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:19650001-19660000"	0	0	0	0	6.54363755576815	0	5.6617803850591	14.6974054082337	4.19898485342184	5.17785500452631	18.9892892374771	17.1642143295443	19.9266316749905	17.3365597634195	0	0	9.56644855163969	22.5335815501231	5.86538300804408	27.8640402022372	11.3282709178647	62.4007591297744	35.2659230601887	74.2393859393127	0.00867561948742309	0.00867561948744122	1.91996526845246	2.12165016663375	"upsig"	"upsig"	"upsig"	"upsig"
"1:19730001-19740000"	0	0	0	11.3202015222275	10.1789917534171	0	0	0	2.79932323561456	6.90380667270174	2.92142911345801	1.56038312086767	11.4961336586484	1.44471331361829	0	66.9107720321002	38.9491119602473	7.04174423441347	18.3293219001377	35.929946576569	3.77609030595488	0	17.6329615300944	14.1054833284694	0.00238442494523511	0.00238442494522484	2.79636717864319	3.60941966135138	"upsig"	"upsig"	"upsig"	"upsig"
"1:20200001-20210000"	3.49867659059284	0	14.8730142047201	0	4.36242503717877	0	34.678404858487	8.8184432449402	0	44.8747433725613	11.685716453832	23.405746813015	6.89768019518902	11.5577065089464	0	41.6333692644179	25.2827568864763	40.1379421361568	14.6634575201102	10.2656990218769	13.2163160708421	58.8950985045062	0	67.5578412047746	0.0175016484653586	0.0175016484653923	1.45930289614766	1.87397064049039	"upsig"	"upsig"	"upsig"	"upsig"
"1:20930001-20940000"	1.39947063623714	0	1.41647754330668	4.24507557083531	5.81656671623836	0	5.6617803850591	0	1.39966161780728	5.17785500452631	10.225001897103	0	12.2625425692249	15.8918464498012	4.39563434388234	34.198839038629	5.46654202950839	1.40834884688269	4.39903725603306	6.59937794263513	16.0483838003083	19.6316995015021	38.2047499818711	26.7261789381526	0.0037850895967845	0.00378508959678248	1.90619488325558	1.91856587183907	"upsig"	"upsig"	"upsig"	"upsig"
"1:21300001-21310000"	0	0	0	48.1108564694669	10.9060625929469	0	1.41544509626477	0	21.6947550760128	3.45190333635087	4.38214367018701	0	30.6563564230623	12.2800631657555	0	175.454913328618	142.813410520907	8.45009308129616	36.6586438002755	12.4654916694219	23.600564412218	4.20679275032187	252.739115264686	5.19675701575189	0.0133577336412153	0.0133577336412456	3.05257892664288	4.05949366763254	"upsig"	"upsig"	"upsig"	"upsig"
"1:21760001-21770000"	0	0	0	19.1028400687589	0	0	1.41544509626477	0	0	10.3557100090526	0	0	0	0.722356656809147	0	18.5863255644723	34.1658876844275	1.40834884688269	4.39903725603306	4.39958529509008	16.992406376797	4.20679275032187	7.34706730420598	4.45436315635876	0.0156031128317579	0.0156031128317846	2.33963796696696	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:22080001-22090000"	2.09920595435571	2.78761476697109	0	4.24507557083531	2.18121251858938	0	0	0	4.19898485342184	7.76678250678946	13.8767882889255	0	0	2.88942662723659	0	4.46071813547335	0	7.04174423441347	14.6634575201102	1.46652843169669	14.1603386473308	2.80452850021458	11.7553076867296	5.93915087514502	0.0352298787598311	0.0352298787598747	1.37438185300839	1.50041296532735	"upsig"	"upsig"	"upsig"	"upsig"
"1:22300001-22310000"	0	0	0	16.9803022833412	23.2662668649534	18.7297929846408	24.0625666365012	0	5.59864647122912	17.2595166817544	0	0	3.06563564230623	1.44471331361829	4.39563434388234	81.0363794610992	9.56644855163969	7.04174423441347	60.1201758324518	30.7970970656306	28.3206772946616	1.40226425010729	1.4694134608412	119.525411362293	0.01179351432804	0.0117935143280632	2.30027904237265	3.20759762342742	"upsig"	"upsig"	"upsig"	"upsig"
"1:22520001-22530000"	0	11.1504590678843	0	0	7.27070839529795	0	7.78494802945626	5.87896216329346	0	18.9854683499298	2.92142911345801	18.724597450412	3.83204455288279	6.50120991128232	0	13.38215440642	0	2.81669769376539	48.3894098163637	46.1956455984459	3.77609030595488	11.2181140008583	0	51.2251762981258	0.0291133214364785	0.0291133214365198	1.82869268646419	1.54964390954655	"upsig"	"upsig"	"upsig"	"upsig"
"1:22880001-22890000"	20.9920595435571	7.66594060917049	1.41647754330668	16.9803022833412	48.7137462484962	0	11.3235607701182	30.129681086879	3.4991540445182	4.31487917043859	82.5303724551887	37.449194900824	114.194927675907	8.66827988170976	0	206.679940276932	53.2987847877068	63.3756981097212	8.79807451206612	51.3284951093843	28.3206772946616	39.2633990030041	34.5312163297681	135.115682409549	0.0372794160596591	0.0372794160597079	1.41528446332694	2.18043226835297	"upsig"	"upsig"	"upsig"	"upsig"
"1:22990001-23000000"	0	0	0	4.95258816597453	2.90828335811918	0	0	0	0	11.2186858431403	20.4500037942061	0	3.06563564230623	10.1129931953281	17.5825373755294	57.9893357611535	0	1.40834884688269	20.5288405281543	1.46652843169669	11.3282709178647	18.2294352513948	83.7565672679482	14.1054833284694	0.0246043110930315	0.0246043110930749	2.3077695265868	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:23190001-23200000"	0	0	0	22.640403044455	13.0872751115363	1.44075330651083	5.6617803850591	55.8501405512879	0	8.62975834087718	0	0	9.19690692691869	1.44471331361829	10.2564801357255	31.2250269483134	1.3666355073771	46.4755119471289	20.5288405281543	24.9309833388438	25.4886095651955	39.2633990030041	8.08177403462658	5.93915087514502	0.0359362432782461	0.0359362432782915	1.40208666244781	4.10908464700526	"upsig"	"upsig"	"upsig"	"upsig"
"1:23310001-23320000"	0	0	0	8.49015114167062	4.36242503717877	0	9.90811567385343	1.46974054082337	0	3.45190333635087	0	12.4830649669413	4.59845346345935	6.50120991128232	0	0	39.6324297139359	23.9419303970058	13.1971117680992	0	11.3282709178647	20.3328316265557	0	105.419928033824	0.0271349377524062	0.0271349377524586	2.79753378034321	3.16658882758469	"upsig"	"upsig"	"upsig"	"upsig"
"1:23420001-23430000"	0	2.78761476697109	0	4.95258816597453	14.5414167905959	0	0	9.55331351535188	0	0	0	0	1.53281782115312	18.7812730770378	4.39563434388234	6.69107720321002	5.46654202950839	2.81669769376539	24.9278777841873	10.2656990218769	18.8804515297744	0	0	35.6349052508701	0.0462476545842657	0.0462476545843086	1.62553357052923	Inf	"upsig"	"upsig"	"upsig"	"upsig"
"1:23430001-23440000"	0	27.8761476697109	0	26.1779660201511	17.4497001487151	1.44075330651083	4.24633528879432	21.3112378419388	0	0	8.76428734037403	0	9.19690692691869	4.33413994085488	0	51.2982585579435	110.697476097545	5.63339538753078	35.1922980482645	2.93305686339339	4.72011288244361	28.0452850021458	0	66.8154473453814	0.0174067530172964	0.0174067530173296	2.07476983431198	2.72346804863902	"upsig"	"upsig"	"upsig"	"upsig"
"1:23930001-23940000"	2.79894127247427	0	0	5.66010076111375	7.27070839529795	0	6.36950293319149	22.0461081123505	0	48.3266467089122	10.225001897103	3.90095780216917	0	13.0024198225646	0	31.2250269483134	1.3666355073771	0	19.0624947761433	5.86611372678678	17.9364289532857	51.8837772539698	33.7965095993475	35.6349052508701	0.0360411526282741	0.0360411526283196	1.45526768074561	2.28883664471456	"upsig"	"upsig"	"upsig"	"upsig"
"1:24060001-24070000"	4.19841190871141	13.9380738348554	0	0.707512595139219	0	0	7.07722548132387	0	2.79932323561456	22.4373716862807	0	13.2632565273752	12.2625425692249	33.9507628700299	1.46521144796078	5.20417115805224	0	11.2667907750616	19.7956676521488	10.2656990218769	13.2163160708421	33.654342002575	40.4088701731329	33.4077236726907	0.0348449567201937	0.0348449567202365	1.31392706713724	2.23917010613876	"upsig"	"upsig"	"upsig"	"upsig"
"1:24610001-24620000"	2.79894127247427	0	0	4.24507557083531	10.1789917534171	2.88150661302166	4.24633528879432	7.34870270411683	1.39966161780728	1.72595166817544	20.4500037942061	1.56038312086767	7.66408910576558	2.88942662723659	10.2564801357255	8.9214362709467	44.4156539897557	1.40834884688269	10.2644202640771	4.39958529509008	10.3842483413759	9.11471762569739	10.2858942258884	51.9675701575189	0.0285729639924877	0.0285729639925276	1.69808477798565	1.82879700576485	"upsig"	"upsig"	"upsig"	"upsig"
"1:24870001-24880000"	0.699735318118568	0	0	0	30.5369752602514	17.2890396781299	11.3235607701182	35.2737729797608	4.19898485342184	8.62975834087718	3.65178639182251	19.5047890108458	51.3493970086294	7.22356656809147	59.3410636424116	0	57.3986913098381	59.1506515690731	43.2571996843251	24.9309833388438	72.6897383896315	230.672469142649	69.7971393899568	0	0.0238031889540526	0.0238031889540933	1.90068836500111	2.73362577853573	"upsig"	"upsig"	"upsig"	"upsig"
"1:25150001-25160000"	16.7936476348456	0	0	0	17.4497001487151	38.9003392757924	5.6617803850591	0	1.39966161780728	25.8892750226315	39.4392930316831	0	9.19690692691869	43.3413994085488	0.73260572398039	7.43453022578891	154.429812333612	48.5880352174529	73.317287600551	18.3316053962087	56.6413545893233	23.1373601267703	0	1.48478771878625	0.0429341563890628	0.0429341563891059	1.6843321648815	2.03089657383127	"upsig"	"upsig"	"upsig"	"upsig"
"1:25240001-25250000"	2.79894127247427	0	0	8.49015114167062	11.6331334324767	0	5.6617803850591	0	0	1.72595166817544	5.84285822691602	4.681149362603	0	5.77885325447318	1.46521144796078	31.2250269483134	1.3666355073771	0	23.4615320321763	21.9979264754504	23.600564412218	0	15.4288413388326	22.2718157817938	0.0011293614222989	0.00112936142227948	2.27225315472479	3.67190357131819	"upsig"	"upsig"	"upsig"	"upsig"
"1:25670001-25680000"	0	0	0	2.83005038055687	7.27070839529795	0	5.6617803850591	0	1.39966161780728	13.8076133454035	2.92142911345801	15.6038312086767	0	0	1.46521144796078	4.46071813547335	13.666355073771	0	18.3293219001377	15.3985485328153	0	8.41358550064374	51.4294711294419	16.3326649066488	0.0200317774096133	0.0200317774096574	2.06600971546781	3.28747852745337	"upsig"	"upsig"	"upsig"	"upsig"
"1:25680001-25690000"	0	0	0	4.24507557083531	49.440817088026	0	33.2629597622222	0	0	3.45190333635087	7.30357278364502	7.80191560433833	7.66408910576558	21.6706997042744	0	0	10.9330840590168	42.2504654064808	47.6562369403581	17.5983411803603	11.3282709178647	127.606046759763	130.043091284446	1.48478771878625	0.0223899390440705	0.0223899390441067	2.26510644756162	2.34997547643083	"upsig"	"upsig"	"upsig"	"upsig"
"1:26090001-26100000"	9.79629445365996	0	0	11.3202015222275	16.7226293091853	0	0	13.2276648674103	0	8.62975834087718	5.84285822691602	0	1.53281782115312	5.77885325447318	2.93042289592156	31.9684799708923	0	7.04174423441347	13.1971117680992	0	9.44022576488721	89.7449120068666	14.694134608412	50.4827824387326	0.0222210322615982	0.0222210322616337	2.25187733097717	2.17104144215841	"upsig"	"upsig"	"upsig"	"upsig"
"1:26200001-26210000"	40.584648450877	0	0	1.41502519027844	29.0828335811918	3.60188326627707	18.4007862514421	0	2.09949242671092	26.7522508567193	10.225001897103	0	6.13127128461246	12.2800631657555	0	11.8952483612623	194.062242047548	1.40834884688269	21.9951862801653	13.9320201011186	5.66413545893233	0	206.452591248188	61.6186903296296	0.0387767088715363	0.0387767088715888	2.51674374527336	1.9515811288637	"upsig"	"upsig"	"upsig"	"upsig"
"1:26870001-26880000"	0	0	0	2.83005038055687	4.36242503717877	6.48338987929873	0	13.2276648674103	13.9966161780728	22.4373716862807	11.685716453832	0	1.53281782115312	4.33413994085488	0	2.97381209031557	23.2328036254107	35.9128955955087	39.5913353042975	0	10.3842483413759	18.2294352513948	61.7153653553303	5.93915087514502	0.00791903591837234	0.00791903591838672	2.0282766468341	2.68737022606598	"upsig"	"upsig"	"upsig"	"upsig"
"1:26880001-26890000"	0	0	0	0	8.72485007435754	16.5686630248745	1.41544509626477	1.46974054082337	0	5.17785500452631	2.92142911345801	0	1.53281782115312	4.33413994085488	0	0	64.2318688467236	28.1669769376539	40.324508180303	8.79917059018017	0	0	22.041201912618	2.96957543757251	0.0145100693176254	0.0145100693176609	2.71934494300371	2.63611175212916	"upsig"	"upsig"	"upsig"	"upsig"
